"arv","hi","di","DAP","HT"
2195,2,16.49,16.95,29.1
2195,3,15.49,16.95,29.1
2195,4,15.35,16.95,29.1
2195,5,15.35,16.95,29.1
2195,6,14.95,16.95,29.1
2195,7,14.85,16.95,29.1
2195,8,14.75,16.95,29.1
2195,9,13.9,16.95,29.1
2195,10,13.79,16.95,29.1
2195,11,13,16.95,29.1
2195,12,12.7,16.95,29.1
2195,13,12.45,16.95,29.1
2195,13.55,12.1,16.95,29.1
2195,14,11.95,16.95,29.1
2195,15,11.9,16.95,29.1
2195,16,11.5,16.95,29.1
2195,17,11.2,16.95,29.1
2195,18,10.19,16.95,29.1
2195,19,9.75,16.95,29.1
2195,20,8.85,16.95,29.1
2195,21,7.75,16.95,29.1
2195,21.65,7,16.95,29.1
2195,22,6.45,16.95,29.1
2195,23,6.14,16.95,29.1
2195,24,5.45,16.95,29.1
2195,25,4.6,16.95,29.1
2195,26,4.45,16.95,29.1
2195,26.2,4,16.95,29.1
2195,29.1,0,16.95,29.1
2196,0.1,16.15,13.09,26.5
2196,0.3,14.89,13.09,26.5
2196,0.5,14.4,13.09,26.5
2196,0.7,13.7,13.09,26.5
2196,0.9,13.1,13.09,26.5
2196,1.1,13.1,13.09,26.5
2196,1.3,13.09,13.09,26.5
2196,2,12.95,13.09,26.5
2196,3,12.7,13.09,26.5
2196,4,12.3,13.09,26.5
2196,5,12.2,13.09,26.5
2196,6,12.1,13.09,26.5
2196,7,11.64,13.09,26.5
2196,8,10.9,13.09,26.5
2196,9,10.8,13.09,26.5
2196,10,10.1,13.09,26.5
2196,11,9.9,13.09,26.5
2196,12,9.65,13.09,26.5
2196,12.25,8.85,13.09,26.5
2196,13,8.6,13.09,26.5
2196,14,8.5,13.09,26.5
2196,15,8.15,13.09,26.5
2196,16,7.75,13.09,26.5
2196,16.9,7,13.09,26.5
2196,17,6.85,13.09,26.5
2196,18,6.6,13.09,26.5
2196,19,6.15,13.09,26.5
2196,20,5.15,13.09,26.5
2196,21,4.8,13.09,26.5
2196,22,4,13.09,26.5
2196,26.5,0,13.09,26.5
2197,0.1,12.96,11.54,21.9
2197,0.3,12,11.54,21.9
2197,0.5,11.84,11.54,21.9
2197,0.7,11.77,11.54,21.9
2197,0.9,11.67,11.54,21.9
2197,1.1,11.63,11.54,21.9
2197,1.3,11.54,11.54,21.9
2197,2,11.35,11.54,21.9
2197,3,10.6,11.54,21.9
2197,4,10.55,11.54,21.9
2197,5,10,11.54,21.9
2197,6,9.8,11.54,21.9
2197,7,9.5,11.54,21.9
2197,8,8.8,11.54,21.9
2197,9,8.45,11.54,21.9
2197,9.95,8.15,11.54,21.9
2197,10,7.85,11.54,21.9
2197,11,7.5,11.54,21.9
2197,12,7.15,11.54,21.9
2197,12.4,7,11.54,21.9
2197,13,6.75,11.54,21.9
2197,14,6.3,11.54,21.9
2197,15,5.3,11.54,21.9
2197,16,5.05,11.54,21.9
2197,17,4.55,11.54,21.9
2197,18,4.15,11.54,21.9
2197,18.27,4,11.54,21.9
2197,21.9,0,11.54,21.9
2198,0.1,17.59,15.34,28.5
2198,0.3,16.59,15.34,28.5
2198,0.5,16.05,15.34,28.5
2198,0.7,15.73,15.34,28.5
2198,0.9,15.7,15.34,28.5
2198,1.1,15.38,15.34,28.5
2198,1.3,15.34,15.34,28.5
2198,2,15.34,15.34,28.5
2198,3,14.69,15.34,28.5
2198,4,14.65,15.34,28.5
2198,5,14.45,15.34,28.5
2198,6,14.34,15.34,28.5
2198,7,13.75,15.34,28.5
2198,8,13.65,15.34,28.5
2198,9,13.3,15.34,28.5
2198,10,12.9,15.34,28.5
2198,11,12.45,15.34,28.5
2198,12,12.25,15.34,28.5
2198,13,11.9,15.34,28.5
2198,13.25,11.65,15.34,28.5
2198,14,11.45,15.34,28.5
2198,15,10.9,15.34,28.5
2198,16,10.45,15.34,28.5
2198,17,10,15.34,28.5
2198,18,9.3,15.34,28.5
2198,19,8.85,15.34,28.5
2198,20,8,15.34,28.5
2198,21,7.35,15.34,28.5
2198,21.7,7,15.34,28.5
2198,22,6.65,15.34,28.5
2198,23,5.65,15.34,28.5
2198,24,4.6,15.34,28.5
2198,25,4.25,15.34,28.5
2198,25.55,4,15.34,28.5
2198,28.5,0,15.34,28.5
2199,0.1,19.9,17.49,29.4
2199,0.3,18.8,17.49,29.4
2199,0.5,18.3,17.49,29.4
2199,0.7,17.65,17.49,29.4
2199,0.9,17.49,17.49,29.4
2199,1.1,17.49,17.49,29.4
2199,1.3,17.49,17.49,29.4
2199,2,16.9,17.49,29.4
2199,3,16.75,17.49,29.4
2199,4,16.44,17.49,29.4
2199,5,16.35,17.49,29.4
2199,6,15.7,17.49,29.4
2199,7,15.68,17.49,29.4
2199,8,15.05,17.49,29.4
2199,9,14.85,17.49,29.4
2199,10,14.29,17.49,29.4
2199,11,13.95,17.49,29.4
2199,12,13.88,17.49,29.4
2199,13,13.4,17.49,29.4
2199,13.7,13.19,17.49,29.4
2199,14,12.73,17.49,29.4
2199,15,12.25,17.49,29.4
2199,16,12.25,17.49,29.4
2199,17,11.65,17.49,29.4
2199,18,10.7,17.49,29.4
2199,19,10.2,17.49,29.4
2199,20,10.05,17.49,29.4
2199,21,9.75,17.49,29.4
2199,22,8.05,17.49,29.4
2199,23,7.2,17.49,29.4
2199,23.5,7,17.49,29.4
2199,24,6.45,17.49,29.4
2199,25,5.65,17.49,29.4
2199,26,4.55,17.49,29.4
2199,26.7,4,17.49,29.4
2199,29.4,0,17.49,29.4
2200,0.1,16.94,16.1,27.9
2200,0.3,16.7,16.1,27.9
2200,0.5,16.49,16.1,27.9
2200,0.7,16.33,16.1,27.9
2200,0.9,16.28,16.1,27.9
2200,1.1,16.15,16.1,27.9
2200,1.3,16.1,16.1,27.9
2200,2,15.54,16.1,27.9
2200,3,15.5,16.1,27.9
2200,4,15.05,16.1,27.9
2200,5,14.95,16.1,27.9
2200,6,14.59,16.1,27.9
2200,7,14.24,16.1,27.9
2200,8,13.55,16.1,27.9
2200,9,13.45,16.1,27.9
2200,10,12.9,16.1,27.9
2200,11,12.45,16.1,27.9
2200,12,11.75,16.1,27.9
2200,12.95,11.65,16.1,27.9
2200,13,11.65,16.1,27.9
2200,14,10.85,16.1,27.9
2200,15,10.6,16.1,27.9
2200,16,9.9,16.1,27.9
2200,17,9.3,16.1,27.9
2200,18,8.85,16.1,27.9
2200,19,8.3,16.1,27.9
2200,20,7.4,16.1,27.9
2200,20.6,7,16.1,27.9
2200,21,6.9,16.1,27.9
2200,22,6.1,16.1,27.9
2200,23,5.65,16.1,27.9
2200,24,4.6,16.1,27.9
2200,25,4.15,16.1,27.9
2200,25.35,4,16.1,27.9
2200,27.9,0,16.1,27.9
2201,0.1,15.34,12.75,25.4
2201,0.3,15.34,12.75,25.4
2201,0.5,15.23,12.75,25.4
2201,0.7,14.32,12.75,25.4
2201,0.9,13.85,12.75,25.4
2201,1.1,13.23,12.75,25.4
2201,1.3,12.75,12.75,25.4
2201,2,12.59,12.75,25.4
2201,3,12.44,12.75,25.4
2201,4,12.1,12.75,25.4
2201,5,11.84,12.75,25.4
2201,6,11.74,12.75,25.4
2201,7,11.34,12.75,25.4
2201,8,10.89,12.75,25.4
2201,9,10.3,12.75,25.4
2201,10,9.8,12.75,25.4
2201,11,9.5,12.75,25.4
2201,11.7,9.15,12.75,25.4
2201,12,9.05,12.75,25.4
2201,13,8.49,12.75,25.4
2201,14,8.2,12.75,25.4
2201,15,7.7,12.75,25.4
2201,16,7.25,12.75,25.4
2201,16.1,7,12.75,25.4
2201,17,6.7,12.75,25.4
2201,18,5.9,12.75,25.4
2201,19,5.25,12.75,25.4
2201,20,4.8,12.75,25.4
2201,21,4,12.75,25.4
2201,25.4,0,12.75,25.4
2202,0.1,15.7,14.25,25.7
2202,0.3,15.06,14.25,25.7
2202,0.5,14.79,14.25,25.7
2202,0.7,14.79,14.25,25.7
2202,0.9,14.64,14.25,25.7
2202,1.1,14.35,14.25,25.7
2202,1.3,14.25,14.25,25.7
2202,2,13.45,14.25,25.7
2202,3,13.39,14.25,25.7
2202,4,12.55,14.25,25.7
2202,5,12.3,14.25,25.7
2202,6,12,14.25,25.7
2202,7,11.55,14.25,25.7
2202,8,11.4,14.25,25.7
2202,9,11.05,14.25,25.7
2202,10,10.94,14.25,25.7
2202,11,10.5,14.25,25.7
2202,11.85,9.95,14.25,25.7
2202,12,9.75,14.25,25.7
2202,13,9.45,14.25,25.7
2202,14,8.7,14.25,25.7
2202,15,8.7,14.25,25.7
2202,16,8.1,14.25,25.7
2202,17,7.25,14.25,25.7
2202,17.5,7,14.25,25.7
2202,18,6.55,14.25,25.7
2202,19,5.9,14.25,25.7
2202,20,5.3,14.25,25.7
2202,21,4.55,14.25,25.7
2202,21.7,4,14.25,25.7
2202,25.7,0,14.25,25.7
2203,0.1,18.1,14.04,26.3
2203,0.3,16.3,14.04,26.3
2203,0.5,15.44,14.04,26.3
2203,0.7,15.44,14.04,26.3
2203,0.9,14.5,14.04,26.3
2203,1.1,14.45,14.04,26.3
2203,1.3,14.04,14.04,26.3
2203,2,13.85,14.04,26.3
2203,3,13.55,14.04,26.3
2203,4,12.95,14.04,26.3
2203,5,12.94,14.04,26.3
2203,6,12.54,14.04,26.3
2203,7,12.3,14.04,26.3
2203,8,11.99,14.04,26.3
2203,9,11.64,14.04,26.3
2203,10,11.05,14.04,26.3
2203,11,10.55,14.04,26.3
2203,12,10.2,14.04,26.3
2203,12.15,10.1,14.04,26.3
2203,13,9.85,14.04,26.3
2203,14,9.6,14.04,26.3
2203,15,9.25,14.04,26.3
2203,16,8.45,14.04,26.3
2203,17,7.79,14.04,26.3
2203,18,7.4,14.04,26.3
2203,18.55,7,14.04,26.3
2203,19,6.8,14.04,26.3
2203,20,6.3,14.04,26.3
2203,21,5.5,14.04,26.3
2203,22,4.65,14.04,26.3
2203,22.7,4,14.04,26.3
2203,26.3,0,14.04,26.3
2204,0.1,19.27,15.4,27.5
2204,0.3,17.16,15.4,27.5
2204,0.5,16.69,15.4,27.5
2204,0.7,16.45,15.4,27.5
2204,0.9,15.5,15.4,27.5
2204,1.1,15.4,15.4,27.5
2204,1.3,15.4,15.4,27.5
2204,2,14.79,15.4,27.5
2204,3,14.35,15.4,27.5
2204,4,14.29,15.4,27.5
2204,5,14.09,15.4,27.5
2204,6,13.8,15.4,27.5
2204,7,13.6,15.4,27.5
2204,8,13.45,15.4,27.5
2204,9,13.35,15.4,27.5
2204,10,12.5,15.4,27.5
2204,11,12.25,15.4,27.5
2204,12,11.7,15.4,27.5
2204,12.75,11.25,15.4,27.5
2204,13,11.25,15.4,27.5
2204,14,10.75,15.4,27.5
2204,15,10.5,15.4,27.5
2204,16,9.25,15.4,27.5
2204,17,8.9,15.4,27.5
2204,18,8.3,15.4,27.5
2204,19,7.85,15.4,27.5
2204,19.5,7,15.4,27.5
2204,20,6.8,15.4,27.5
2204,21,6.15,15.4,27.5
2204,22,5.8,15.4,27.5
2204,23,4.55,15.4,27.5
2204,24,4,15.4,27.5
2204,27.5,0,15.4,27.5
2205,0.1,17.25,14.65,27.2
2205,0.3,17,14.65,27.2
2205,0.5,15.59,14.65,27.2
2205,0.7,15.58,14.65,27.2
2205,0.9,15.15,14.65,27.2
2205,1.1,14.7,14.65,27.2
2205,1.3,14.65,14.65,27.2
2205,2,13.95,14.65,27.2
2205,3,13.49,14.65,27.2
2205,4,13.44,14.65,27.2
2205,5,12.65,14.65,27.2
2205,6,12.65,14.65,27.2
2205,7,12.39,14.65,27.2
2205,8,12.1,14.65,27.2
2205,9,11.75,14.65,27.2
2205,10,11.55,14.65,27.2
2205,11,11.29,14.65,27.2
2205,12,10.75,14.65,27.2
2205,12.6,10.6,14.65,27.2
2205,13,10.34,14.65,27.2
2205,14,9.75,14.65,27.2
2205,15,9.4,14.65,27.2
2205,16,8.6,14.65,27.2
2205,17,8.1,14.65,27.2
2205,18,7.4,14.65,27.2
2205,18.8,7,14.65,27.2
2205,19,6.75,14.65,27.2
2205,20,6.45,14.65,27.2
2205,21,5.6,14.65,27.2
2205,22,4.99,14.65,27.2
2205,23,4.35,14.65,27.2
2205,23.35,4,14.65,27.2
2205,27.2,0,14.65,27.2
2206,0.1,20.88,17.15,28.5
2206,0.3,20.24,17.15,28.5
2206,0.5,19.35,17.15,28.5
2206,0.7,18.08,17.15,28.5
2206,0.9,17.95,17.15,28.5
2206,1.1,17.43,17.15,28.5
2206,1.3,17.15,17.15,28.5
2206,2,16.6,17.15,28.5
2206,3,16.4,17.15,28.5
2206,4,15.85,17.15,28.5
2206,5,15.4,17.15,28.5
2206,6,15.3,17.15,28.5
2206,7,15.25,17.15,28.5
2206,8,14.2,17.15,28.5
2206,9,13.8,17.15,28.5
2206,10,13.25,17.15,28.5
2206,11,12.64,17.15,28.5
2206,12,12.15,17.15,28.5
2206,13,11.85,17.15,28.5
2206,13.25,11.85,17.15,28.5
2206,14,11.15,17.15,28.5
2206,15,11.15,17.15,28.5
2206,16,10.79,17.15,28.5
2206,17,9.95,17.15,28.5
2206,18,9.1,17.15,28.5
2206,19,8.34,17.15,28.5
2206,20,7.95,17.15,28.5
2206,21,7.55,17.15,28.5
2206,21.55,7,17.15,28.5
2206,22,6.4,17.15,28.5
2206,23,5.55,17.15,28.5
2206,24,4.8,17.15,28.5
2206,25,4.25,17.15,28.5
2206,25.3,4,17.15,28.5
2206,28.5,0,17.15,28.5
2207,0.1,17,13.95,25.7
2207,0.3,16.15,13.95,25.7
2207,0.5,14.65,13.95,25.7
2207,0.7,14.49,13.95,25.7
2207,0.9,14,13.95,25.7
2207,1.1,14,13.95,25.7
2207,1.3,13.95,13.95,25.7
2207,2,12.99,13.95,25.7
2207,3,12.5,13.95,25.7
2207,4,12.39,13.95,25.7
2207,5,12.05,13.95,25.7
2207,6,11.7,13.95,25.7
2207,7,11.5,13.95,25.7
2207,8,11,13.95,25.7
2207,9,10.45,13.95,25.7
2207,10,10.1,13.95,25.7
2207,11,9.9,13.95,25.7
2207,11.85,9.4,13.95,25.7
2207,12,9.4,13.95,25.7
2207,13,8.9,13.95,25.7
2207,14,8.5,13.95,25.7
2207,15,8.34,13.95,25.7
2207,16,7.35,13.95,25.7
2207,16.4,7,13.95,25.7
2207,17,6.9,13.95,25.7
2207,18,6.4,13.95,25.7
2207,19,5.85,13.95,25.7
2207,20,5.29,13.95,25.7
2207,21,4.5,13.95,25.7
2207,21.7,4,13.95,25.7
2207,25.7,0,13.95,25.7
2208,0.1,20.34,16.35,28.3
2208,0.3,18.02,16.35,28.3
2208,0.5,17.47,16.35,28.3
2208,0.7,17.2,16.35,28.3
2208,0.9,16.5,16.35,28.3
2208,1.1,16.5,16.35,28.3
2208,1.3,16.35,16.35,28.3
2208,2,15.59,16.35,28.3
2208,3,15.49,16.35,28.3
2208,4,15.25,16.35,28.3
2208,5,14.85,16.35,28.3
2208,6,14.85,16.35,28.3
2208,7,14.45,16.35,28.3
2208,8,13.85,16.35,28.3
2208,9,13.4,16.35,28.3
2208,10,13,16.35,28.3
2208,11,12.85,16.35,28.3
2208,12,12.55,16.35,28.3
2208,13,12.05,16.35,28.3
2208,13.15,11.49,16.35,28.3
2208,14,11,16.35,28.3
2208,15,10.2,16.35,28.3
2208,16,10.15,16.35,28.3
2208,17,9.45,16.35,28.3
2208,18,8.85,16.35,28.3
2208,19,8.35,16.35,28.3
2208,20,8.15,16.35,28.3
2208,21,7.15,16.35,28.3
2208,21.2,7,16.35,28.3
2208,22,6.45,16.35,28.3
2208,23,5.6,16.35,28.3
2208,24,4.8,16.35,28.3
2208,25,4.15,16.35,28.3
2208,25.7,4,16.35,28.3
2208,28.3,0,16.35,28.3
2209,0.1,16.94,11.89,21.7
2209,0.3,16.83,11.89,21.7
2209,0.5,16.52,11.89,21.7
2209,0.7,14.45,11.89,21.7
2209,0.9,12.83,11.89,21.7
2209,1.1,12.69,11.89,21.7
2209,1.3,11.89,11.89,21.7
2209,2,11.3,11.89,21.7
2209,3,11.3,11.89,21.7
2209,4,11.1,11.89,21.7
2209,5,11,11.89,21.7
2209,6,10.1,11.89,21.7
2209,7,9.7,11.89,21.7
2209,8,9.55,11.89,21.7
2209,9,8.75,11.89,21.7
2209,9.85,8.45,11.89,21.7
2209,10,8.35,11.89,21.7
2209,11,8,11.89,21.7
2209,12,7.95,11.89,21.7
2209,13,7.25,11.89,21.7
2209,13.4,7,11.89,21.7
2209,14,6.75,11.89,21.7
2209,15,6.05,11.89,21.7
2209,16,5.44,11.89,21.7
2209,17,4.8,11.89,21.7
2209,18,4.15,11.89,21.7
2209,18.3,4,11.89,21.7
2209,21.7,0,11.89,21.7
2210,0.1,21.79,17.05,29.2
2210,0.3,19.04,17.05,29.2
2210,0.5,18.7,17.05,29.2
2210,0.7,17.9,17.05,29.2
2210,0.9,17.35,17.05,29.2
2210,1.1,17.14,17.05,29.2
2210,1.3,17.05,17.05,29.2
2210,2,16,17.05,29.2
2210,3,16,17.05,29.2
2210,4,15.85,17.05,29.2
2210,5,15.59,17.05,29.2
2210,6,15.35,17.05,29.2
2210,7,14.95,17.05,29.2
2210,8,14.8,17.05,29.2
2210,9,14.65,17.05,29.2
2210,10,13.75,17.05,29.2
2210,11,13.65,17.05,29.2
2210,12,13.05,17.05,29.2
2210,13,12.9,17.05,29.2
2210,13.6,12.55,17.05,29.2
2210,14,12.4,17.05,29.2
2210,15,11.7,17.05,29.2
2210,16,11.4,17.05,29.2
2210,17,10.65,17.05,29.2
2210,18,9.9,17.05,29.2
2210,19,9.4,17.05,29.2
2210,20,8.65,17.05,29.2
2210,21,7.7,17.05,29.2
2210,22,7.35,17.05,29.2
2210,22.9,7,17.05,29.2
2210,23,6.3,17.05,29.2
2210,24,6.05,17.05,29.2
2210,25,5.1,17.05,29.2
2210,26,4.2,17.05,29.2
2210,26.5,4,17.05,29.2
2210,29.2,0,17.05,29.2
2211,0.1,18.41,16.35,28.7
2211,0.3,17.49,16.35,28.7
2211,0.5,17.15,16.35,28.7
2211,0.7,16.88,16.35,28.7
2211,0.9,16.64,16.35,28.7
2211,1.1,16.6,16.35,28.7
2211,1.3,16.35,16.35,28.7
2211,2,15.85,16.35,28.7
2211,3,15.5,16.35,28.7
2211,4,15.4,16.35,28.7
2211,5,14.78,16.35,28.7
2211,6,14.75,16.35,28.7
2211,7,14.4,16.35,28.7
2211,8,14.4,16.35,28.7
2211,9,13.8,16.35,28.7
2211,10,13.15,16.35,28.7
2211,11,13.05,16.35,28.7
2211,12,12.45,16.35,28.7
2211,13,12.2,16.35,28.7
2211,13.35,12.05,16.35,28.7
2211,14,11.9,16.35,28.7
2211,15,11.1,16.35,28.7
2211,16,10.44,16.35,28.7
2211,17,9.8,16.35,28.7
2211,18,9.15,16.35,28.7
2211,19,8.7,16.35,28.7
2211,20,8.35,16.35,28.7
2211,21,8,16.35,28.7
2211,22,7,16.35,28.7
2211,23,6.2,16.35,28.7
2211,24,5.34,16.35,28.7
2211,25,4.55,16.35,28.7
2211,26,4,16.35,28.7
2211,28.7,0,16.35,28.7
2212,0.1,20.44,17.47,29.8
2212,0.3,19.35,17.47,29.8
2212,0.5,18.85,17.47,29.8
2212,0.7,18.39,17.47,29.8
2212,0.9,18.23,17.47,29.8
2212,1.1,18.04,17.47,29.8
2212,1.3,17.47,17.47,29.8
2212,2,17.34,17.47,29.8
2212,3,16.8,17.47,29.8
2212,4,16.35,17.47,29.8
2212,5,16.34,17.47,29.8
2212,6,16.1,17.47,29.8
2212,7,16.1,17.47,29.8
2212,8,15.55,17.47,29.8
2212,9,15,17.47,29.8
2212,10,14.8,17.47,29.8
2212,11,14.2,17.47,29.8
2212,12,14.09,17.47,29.8
2212,13,13.6,17.47,29.8
2212,13.9,12.95,17.47,29.8
2212,14,12.9,17.47,29.8
2212,15,12.6,17.47,29.8
2212,16,11.9,17.47,29.8
2212,17,11.45,17.47,29.8
2212,18,10.6,17.47,29.8
2212,19,9.65,17.47,29.8
2212,20,9.25,17.47,29.8
2212,21,8.55,17.47,29.8
2212,22,8.05,17.47,29.8
2212,23,7.65,17.47,29.8
2212,23.47,7,17.47,29.8
2212,24,6.45,17.47,29.8
2212,25,6.1,17.47,29.8
2212,26,4.85,17.47,29.8
2212,27,4.35,17.47,29.8
2212,27.2,4,17.47,29.8
2212,29.8,0,17.47,29.8
2213,0.1,14.25,11.8,22.3
2213,0.3,12.7,11.8,22.3
2213,0.5,12.35,11.8,22.3
2213,0.7,12.1,11.8,22.3
2213,0.9,12,11.8,22.3
2213,1.1,12,11.8,22.3
2213,1.3,11.8,11.8,22.3
2213,2,11.1,11.8,22.3
2213,3,10.9,11.8,22.3
2213,4,10.65,11.8,22.3
2213,5,10.45,11.8,22.3
2213,6,10.1,11.8,22.3
2213,7,9.4,11.8,22.3
2213,8,9.2,11.8,22.3
2213,9,8.5,11.8,22.3
2213,10,8.1,11.8,22.3
2213,10.15,8,11.8,22.3
2213,11,7.65,11.8,22.3
2213,12,7.2,11.8,22.3
2213,12.6,7,11.8,22.3
2213,13,6.55,11.8,22.3
2213,14,6,11.8,22.3
2213,15,5.45,11.8,22.3
2213,16,5.05,11.8,22.3
2213,17,4.25,11.8,22.3
2213,17.5,4,11.8,22.3
2213,22.3,0,11.8,22.3
2214,0.1,17.7,15.64,27.8
2214,0.3,17.18,15.64,27.8
2214,0.5,16.97,15.64,27.8
2214,0.7,16.47,15.64,27.8
2214,0.9,16.18,15.64,27.8
2214,1.1,16.13,15.64,27.8
2214,1.3,15.64,15.64,27.8
2214,2,15.05,15.64,27.8
2214,3,14.35,15.64,27.8
2214,4,14.15,15.64,27.8
2214,5,13.85,15.64,27.8
2214,6,13.74,15.64,27.8
2214,7,13.45,15.64,27.8
2214,8,13.35,15.64,27.8
2214,9,13,15.64,27.8
2214,10,12.8,15.64,27.8
2214,11,12.6,15.64,27.8
2214,12,12.04,15.64,27.8
2214,12.9,11.25,15.64,27.8
2214,13,11.1,15.64,27.8
2214,14,10.82,15.64,27.8
2214,15,10.34,15.64,27.8
2214,16,10.25,15.64,27.8
2214,17,9.25,15.64,27.8
2214,18,8.9,15.64,27.8
2214,19,8.15,15.64,27.8
2214,20,7.85,15.64,27.8
2214,21,7,15.64,27.8
2214,22,6.15,15.64,27.8
2214,23,5.4,15.64,27.8
2214,24,4.85,15.64,27.8
2214,25,4,15.64,27.8
2214,27.8,0,15.64,27.8
2215,0.1,13.25,10.6,21.1
2215,0.3,11.99,10.6,21.1
2215,0.5,11.99,10.6,21.1
2215,0.7,11.95,10.6,21.1
2215,0.9,11.7,10.6,21.1
2215,1.1,11.25,10.6,21.1
2215,1.3,10.6,10.6,21.1
2215,2,10.6,10.6,21.1
2215,3,10.55,10.6,21.1
2215,4,10.1,10.6,21.1
2215,5,10.05,10.6,21.1
2215,6,9.55,10.6,21.1
2215,7,9.15,10.6,21.1
2215,8,8.65,10.6,21.1
2215,9,8.2,10.6,21.1
2215,9.55,7.95,10.6,21.1
2215,10,7.65,10.6,21.1
2215,11,7.35,10.6,21.1
2215,11.7,7,10.6,21.1
2215,12,6.6,10.6,21.1
2215,13,6.5,10.6,21.1
2215,14,5.85,10.6,21.1
2215,15,5.45,10.6,21.1
2215,16,4.65,10.6,21.1
2215,17,4.25,10.6,21.1
2215,17.48,4,10.6,21.1
2215,21.1,0,10.6,21.1
2216,0.1,22,18.14,29.5
2216,0.3,19,18.14,29.5
2216,0.5,18.74,18.14,29.5
2216,0.7,18.53,18.14,29.5
2216,0.9,18.42,18.14,29.5
2216,1.1,18.33,18.14,29.5
2216,1.3,18.14,18.14,29.5
2216,2,17.59,18.14,29.5
2216,3,16.78,18.14,29.5
2216,4,16.66,18.14,29.5
2216,5,16.43,18.14,29.5
2216,6,16.25,18.14,29.5
2216,7,15.68,18.14,29.5
2216,8,15.23,18.14,29.5
2216,9,15.23,18.14,29.5
2216,10,14.74,18.14,29.5
2216,11,14.3,18.14,29.5
2216,12,13.64,18.14,29.5
2216,13,13.54,18.14,29.5
2216,13.75,13.2,18.14,29.5
2216,14,12.94,18.14,29.5
2216,15,12.04,18.14,29.5
2216,16,11.49,18.14,29.5
2216,17,11.04,18.14,29.5
2216,18,10.34,18.14,29.5
2216,19,10,18.14,29.5
2216,20,9.45,18.14,29.5
2216,21,8.67,18.14,29.5
2216,22,8.55,18.14,29.5
2216,23,7,18.14,29.5
2216,24,6.24,18.14,29.5
2216,25,5.65,18.14,29.5
2216,26,5.05,18.14,29.5
2216,26.9,4,18.14,29.5
2216,29.5,0,18.14,29.5
2217,0.1,18.73,14.15,26.2
2217,0.3,15.61,14.15,26.2
2217,0.5,14.84,14.15,26.2
2217,0.7,14.4,14.15,26.2
2217,0.9,14.4,14.15,26.2
2217,1.1,14.25,14.15,26.2
2217,1.3,14.15,14.15,26.2
2217,2,13.75,14.15,26.2
2217,3,13.7,14.15,26.2
2217,4,13.4,14.15,26.2
2217,5,12.9,14.15,26.2
2217,6,12.9,14.15,26.2
2217,7,12.55,14.15,26.2
2217,8,12.2,14.15,26.2
2217,9,11.7,14.15,26.2
2217,10,11.45,14.15,26.2
2217,11,11.05,14.15,26.2
2217,12,10.65,14.15,26.2
2217,12.1,10.45,14.15,26.2
2217,13,10,14.15,26.2
2217,14,9.65,14.15,26.2
2217,15,9.2,14.15,26.2
2217,16,8.6,14.15,26.2
2217,17,7.9,14.15,26.2
2217,18,7.35,14.15,26.2
2217,19,7,14.15,26.2
2217,20,6.5,14.15,26.2
2217,21,6.1,14.15,26.2
2217,22,4.95,14.15,26.2
2217,23,4.35,14.15,26.2
2217,23.6,4,14.15,26.2
2217,26.2,0,14.15,26.2
2218,0.1,19.44,16,28.4
2218,0.3,17.42,16,28.4
2218,0.5,17.04,16,28.4
2218,0.7,16.99,16,28.4
2218,0.9,16.35,16,28.4
2218,1.1,16.1,16,28.4
2218,1.3,16,16,28.4
2218,2,15.24,16,28.4
2218,3,15.1,16,28.4
2218,4,14.89,16,28.4
2218,5,14.7,16,28.4
2218,6,14.49,16,28.4
2218,7,13.9,16,28.4
2218,8,13.6,16,28.4
2218,9,13.3,16,28.4
2218,10,13,16,28.4
2218,11,12.65,16,28.4
2218,12,12.4,16,28.4
2218,13,11.45,16,28.4
2218,13.2,11.4,16,28.4
2218,14,11.24,16,28.4
2218,15,10.64,16,28.4
2218,16,10.49,16,28.4
2218,17,9.54,16,28.4
2218,18,8.7,16,28.4
2218,19,8.15,16,28.4
2218,20,7.55,16,28.4
2218,21,7.2,16,28.4
2218,21.5,7,16,28.4
2218,22,6.45,16,28.4
2218,23,5.9,16,28.4
2218,24,5.1,16,28.4
2218,25,4.35,16,28.4
2218,25.5,4,16,28.4
2218,28.4,0,16,28.4
2219,0.1,16.26,12.4,25.4
2219,0.3,15.23,12.4,25.4
2219,0.5,14.25,12.4,25.4
2219,0.7,13.19,12.4,25.4
2219,0.9,12.75,12.4,25.4
2219,1.1,12.65,12.4,25.4
2219,1.3,12.4,12.4,25.4
2219,2,12.39,12.4,25.4
2219,3,12.1,12.4,25.4
2219,4,11.75,12.4,25.4
2219,5,10.72,12.4,25.4
2219,6,10.72,12.4,25.4
2219,7,10.68,12.4,25.4
2219,8,10.24,12.4,25.4
2219,9,9.99,12.4,25.4
2219,10,9.59,12.4,25.4
2219,11,9.3,12.4,25.4
2219,11.7,9.05,12.4,25.4
2219,12,8.7,12.4,25.4
2219,13,8.65,12.4,25.4
2219,14,8.1,12.4,25.4
2219,15,7.65,12.4,25.4
2219,16,7.2,12.4,25.4
2219,16.6,7,12.4,25.4
2219,17,6.45,12.4,25.4
2219,18,6.15,12.4,25.4
2219,19,5.55,12.4,25.4
2219,20,5,12.4,25.4
2219,21,4.4,12.4,25.4
2219,22,4,12.4,25.4
